Text,expresso atau americano (Hot),expresso atau americano (Ice),cappucino (Hot),cappucino (Ice),Gula Aren(Hot),Gula Aren(Ice),Coffee Latte(Hot),Coffee Latte(Ice),Caramel Macchiato(Hot),Caramel Macchiato(Ice),mochaccino (Hot),mochaccino (Ice)
aku mau 6 americano dingin dan 8 cappuccino panas ya mas,0,0,1,0,0,0,0,0,0,0,0,0
aku mau 4 espresso panas dan 2 espresso dingin ya mas,1,1,0,0,0,0,0,0,0,0,0,0
aku pesen 12 americano dingin ya,0,1,0,0,0,0,0,0,0,0,0,0
aku mau 2 cappuccino panas dan 2 cappuccino dingin ya mas,0,0,1,1,0,0,0,0,0,0,0,0
aku mau 9 americano panas ya mas,1,0,0,0,0,0,0,0,0,0,0,0
mba pesen 1 americano panas dan 8 americano dingin,1,1,0,0,0,0,0,0,0,0,0,0
boleh tolong 12 americano panas dan 5 americano dingin ya mba,1,1,0,0,0,0,0,0,0,0,0,0
mas tolong 12 americano dingin,0,1,0,0,0,0,0,0,0,0,0,0
aku mau 4 espresso panas dan 4 cappuccino dingin ya mas,1,0,0,1,0,0,0,0,0,0,0,0
mba pesen 13 americano dingin dan 3 cappuccino dingin,0,1,0,1,0,0,0,0,0,0,0,0
mba pesen 8 americano dingin,0,1,0,0,0,0,0,0,0,0,0,0
boleh tolong 3 espresso panas dan 9 espresso dingin dan 7 cappuccino panas ya mba,1,1,1,0,0,0,0,0,0,0,0,0
mas aku mau 7 americano panas dan 12 americano dingin,1,1,0,0,0,0,0,0,0,0,0,0
aku pesen 2 espresso panas dan 5 espresso dingin ya,1,1,0,0,0,0,0,0,0,0,0,0
mba pesen 6 espresso dingin dan 7 cappuccino panas,0,1,1,0,0,0,0,0,0,0,0,0
aku pesen 10 espresso dingin ya,0,1,0,0,0,0,0,0,0,0,0,0
aku pesen 16 espresso dingin ya,0,1,0,0,0,0,0,0,0,0,0,0
mba pesen 3 americano panas dan 5 cappuccino panas dan 2 cappuccino dingin,1,0,1,1,0,0,0,0,0,0,0,0
aku pesen 1 cappuccino panas ya,0,0,1,0,0,0,0,0,0,0,0,0
mba pesen 9 americano panas dan 9 americano dingin dan 5 cappuccino panas,1,1,1,0,0,0,0,0,0,0,0,0
mas aku mau 12 espresso dingin,0,1,0,0,0,0,0,0,0,0,0,0
mas aku mau 1 espresso panas dan 7 espresso dingin dan 8 kapucino panas,1,1,1,0,0,0,0,0,0,0,0,0
mas tolong 3 kapucino panas,0,0,1,0,0,0,0,0,0,0,0,0
aku mau 8 espresso panas ya mas,1,0,0,0,0,0,0,0,0,0,0,0
boleh tolong 4 cappuccino panas ya mba,0,0,1,0,0,0,0,0,0,0,0,0
boleh tolong 4 americano panas dan 8 americano dingin ya mba,1,1,0,0,0,0,0,0,0,0,0,0
boleh tolong 4 espresso dingin ya mba,0,1,0,0,0,0,0,0,0,0,0,0
aku pesen 5 cappuccino panas ya,0,0,1,0,0,0,0,0,0,0,0,0
aku mau 4 espresso panas ya mas,1,0,0,0,0,0,0,0,0,0,0,0
aku mau 7 americano panas dan 3 cappuccino panas ya mas,1,0,1,0,0,0,0,0,0,0,0,0
mas tolong 7 cappuccino panas,0,0,1,0,0,0,0,0,0,0,0,0
aku pesen 9 americano panas ya,1,0,0,0,0,0,0,0,0,0,0,0
mba pesen 11 americano dingin dan 3 cappuccino dingin,0,1,0,1,0,0,0,0,0,0,0,0
aku mau 7 americano panas dan 8 cappuccino panas ya mas,1,0,1,0,0,0,0,0,0,0,0,0
mas aku mau 6 espresso dingin,0,1,0,0,0,0,0,0,0,0,0,0
mas aku mau 1 espresso dingin dan 8 cappuccino panas,0,1,1,0,0,0,0,0,0,0,0,0
aku pesen 9 espresso dingin dan 6 cappuccino panas ya,0,1,1,0,0,0,0,0,0,0,0,0
mba pesen 2 espresso panas dan 8 espresso dingin,1,1,0,0,0,0,0,0,0,0,0,0
mba pesen 8 americano panas dan 1 americano dingin dan 5 cappuccino dingin,1,1,0,1,0,0,0,0,0,0,0,0
aku pesen 3 americano dingin ya,0,1,0,0,0,0,0,0,0,0,0,0
boleh tolong 3 americano panas dan 7 cappuccino panas dan 7 cappuccino dingin ya mba,1,0,1,1,0,0,0,0,0,0,0,0
mas tolong 4 americano panas dan 8 cappuccino panas,1,0,1,0,0,0,0,0,0,0,0,0
boleh tolong 8 espresso panas dan 9 espresso dingin ya mba,1,1,0,0,0,0,0,0,0,0,0,0
mas tolong 1 cappuccino panas,0,0,1,0,0,0,0,0,0,0,0,0
mas aku mau 10 americano dingin dan 8 cappuccino panas dan 8 cappuccino dingin,0,1,1,1,0,0,0,0,0,0,0,0
aku pesen 10 espresso panas dan 6 espresso dingin dan 9 cappuccino panas ya,1,1,1,0,0,0,0,0,0,0,0,0
mas aku mau 2 americano dingin,0,1,0,0,0,0,0,0,0,0,0,0
aku mau 21 americano dingin ya mas,0,1,0,0,0,0,0,0,0,0,0,0
mas aku mau 9 americano panas dan 9 americano dingin dan 2 cappuccino dingin,1,1,0,1,0,0,0,0,0,0,0,0
boleh tolong 7 americano panas ya mba,1,0,0,0,0,0,0,0,0,0,0,0
boleh tolong 18 espresso panas ya mba,1,0,0,0,0,0,0,0,0,0,0,0
aku pesen 4 cappuccino dingin ya,0,0,0,1,0,0,0,0,0,0,0,0
boleh tolong 11 espresso panas dan 3 kapucino dingin ya mba,1,0,0,1,0,0,0,0,0,0,0,0
mas tolong 2 espresso panas dan 2 espresso dingin dan 2 kapucino panas,1,1,1,0,0,0,0,0,0,0,0,0
boleh tolong 6 kapucino panas ya mba,0,0,1,0,0,0,0,0,0,0,0,0
mas aku mau 1 americano panas dan 7 cappuccino panas,1,0,1,0,0,0,0,0,0,0,0,0
mas aku mau 6 americano dingin,0,1,0,0,0,0,0,0,0,0,0,0
mas aku mau 14 espresso panas dan 4 espresso dingin,1,1,0,0,0,0,0,0,0,0,0,0
aku mau 8 cappuccino dingin ya mas,0,0,0,1,0,0,0,0,0,0,0,0
boleh tolong 15 espresso panas dan 7 espresso dingin ya mba,1,1,0,0,0,0,0,0,0,0,0,0
mas aku mau 2 espresso dingin,0,1,0,0,0,0,0,0,0,0,0,0
aku pesen 10 americano panas dan 8 americano dingin ya,1,1,0,0,0,0,0,0,0,0,0,0
mas tolong 4 americano panas dan 4 americano dingin dan 8 cappuccino panas,1,1,1,0,0,0,0,0,0,0,0,0
aku pesen 8 cappuccino panas dan 6 cappuccino dingin ya,0,0,1,1,0,0,0,0,0,0,0,0
mas aku mau 6 cappuccino panas dan 2 cappuccino dingin,0,0,1,1,0,0,0,0,0,0,0,0
aku pesen 7 espresso panas ya,1,0,0,0,0,0,0,0,0,0,0,0
boleh tolong 3 espresso panas dan 10 cappuccino panas ya mba,1,0,1,0,0,0,0,0,0,0,0,0
mas aku mau 3 espresso panas,1,0,0,0,0,0,0,0,0,0,0,0
mba pesen 8 espresso panas dan 10 espresso dingin,1,1,0,0,0,0,0,0,0,0,0,0
aku pesen 6 americano panas dan 3 cappuccino dingin ya,1,0,0,1,0,0,0,0,0,0,0,0
aku mau 7 americano panas dan 5 cappuccino panas ya mas,1,0,1,0,0,0,0,0,0,0,0,0
aku pesen 7 espresso dingin ya,0,1,0,0,0,0,0,0,0,0,0,0
mas tolong 11 americano dingin,0,1,0,0,0,0,0,0,0,0,0,0
mas aku mau 5 cappuccino panas dan 16 cappuccino dingin,0,0,1,0,0,0,0,0,0,0,0,0
mas tolong 5 cappuccino dingin,0,0,0,1,0,0,0,0,0,0,0,0
mba pesen 8 americano dingin dan 5 cappuccino panas dan 6 cappuccino dingin,0,1,1,1,0,0,0,0,0,0,0,0
aku mau 3 americano panas ya mas,1,0,0,0,0,0,0,0,0,0,0,0
mas tolong 6 espresso panas dan 16 espresso dingin,1,1,0,0,0,0,0,0,0,0,0,0
aku pesen 9 espresso panas dan 7 espresso dingin dan 6 cappuccino dingin ya,1,1,0,1,0,0,0,0,0,0,0,0
aku mau 4 americano panas dan 6 americano dingin ya mas,1,1,0,0,0,0,0,0,0,0,0,0
aku pesen 13 cappuccino panas ya,0,0,1,0,0,0,0,0,0,0,0,0
aku pesen 1 americano panas dan 7 americano dingin dan 2 cappuccino panas ya,1,1,1,0,0,0,0,0,0,0,0,0
mas aku mau 3 espresso dingin dan 1 cappuccino dingin,0,1,0,1,0,0,0,0,0,0,0,0
mba pesen 19 americano panas,1,0,0,0,0,0,0,0,0,0,0,0
mas tolong 10 americano dingin,0,1,0,0,0,0,0,0,0,0,0,0
aku mau 9 americano panas dan 10 cappuccino panas ya mas,1,0,1,0,0,0,0,0,0,0,0,0
aku mau 9 americano panas dan 5 americano dingin ya mas,1,1,0,0,0,0,0,0,0,0,0,0
aku pesen 3 americano panas dan 6 kapucino dingin ya,1,0,0,1,0,0,0,0,0,0,0,0
aku mau 6 espresso dingin ya mas,0,1,0,0,0,0,0,0,0,0,0,0
boleh tolong 7 espresso panas dan 1 espresso dingin dan 7 kapucino dingin ya mba,1,1,0,1,0,0,0,0,0,0,0,0
mba pesen 12 americano panas,1,0,0,0,0,0,0,0,0,0,0,0
mba pesen 14 espresso dingin,0,1,0,0,0,0,0,0,0,0,0,0
aku pesen 10 americano panas ya,1,0,0,0,0,0,0,0,0,0,0,0
boleh tolong 8 americano dingin ya mba,0,1,0,0,0,0,0,0,0,0,0,0
aku mau 2 espresso panas dan 18 espresso dingin ya mas,1,1,0,0,0,0,0,0,0,0,0,0
boleh tolong 8 americano panas dan 6 kapucino panas ya mba,1,0,1,0,0,0,0,0,0,0,0,0
boleh tolong 16 americano dingin dan 3 kapucino panas ya mba,0,1,1,0,0,0,0,0,0,0,0,0
mas tolong 4 americano panas dan 10 cappuccino panas,1,0,1,0,0,0,0,0,0,0,0,0
aku mau 14 espresso panas dan 4 espresso dingin ya mas,1,1,0,0,0,0,0,0,0,0,0,0
aku pesen 4 espresso panas dan 2 espresso dingin dan 6 cappuccino dingin ya,1,1,0,1,0,0,0,0,0,0,0,0
mas tolong 2 americano panas dan 10 americano dingin dan 9 cappuccino panas,1,1,1,0,0,0,0,0,0,0,0,0
mas aku mau 10 americano panas dan 3 americano dingin,1,1,0,0,0,0,0,0,0,0,0,0
aku pesen 3 americano dingin dan 9 cappuccino dingin ya,0,1,0,1,0,0,0,0,0,0,0,0
mba pesen 1 espresso dingin dan 6 cappuccino panas dan 1 cappuccino dingin,0,1,1,1,0,0,0,0,0,0,0,0
mba pesen 11 americano panas dan 4 americano dingin,1,1,0,0,0,0,0,0,0,0,0,0
aku pesen 2 americano panas ya,1,0,0,0,0,0,0,0,0,0,0,0
mba pesen 2 espresso panas dan 8 espresso dingin dan 8 cappuccino panas,1,1,1,0,0,0,0,0,0,0,0,0
aku pesen 10 americano dingin ya,0,1,0,0,0,0,0,0,0,0,0,0
aku mau 13 espresso dingin dan 9 cappuccino panas ya mas,0,1,1,0,0,0,0,0,0,0,0,0
aku mau 7 kapusino panas ya mas,0,0,1,0,0,0,0,0,0,0,0,0
aku mau 2 espresso panas dan 8 espresso dingin ya mas,1,1,0,0,0,0,0,0,0,0,0,0
boleh tolong 8 espresso panas dan 7 espresso dingin ya mba,1,1,0,0,0,0,0,0,0,0,0,0
mas aku mau 8 americano panas dan 3 cappuccino dingin,1,0,0,1,0,0,0,0,0,0,0,0
boleh tolong 5 espresso panas ya mba,1,0,0,0,0,0,0,0,0,0,0,0
mas aku mau 11 cappuccino panas,0,0,1,0,0,0,0,0,0,0,0,0
mas aku mau 1 espresso panas dan 2 cappuccino dingin,1,0,0,1,0,0,0,0,0,0,0,0
boleh tolong 10 espresso panas dan 1 espresso dingin ya mba,1,1,0,0,0,0,0,0,0,0,0,0
mas tolong 10 espresso panas dan 7 espresso dingin,1,1,0,0,0,0,0,0,0,0,0,0
boleh tolong 9 cappuccino panas ya mba,0,1,1,0,0,0,0,0,0,0,0,0
aku pesen 5 americano dingin dan 6 cappuccino panas ya,0,1,1,0,0,0,0,0,0,0,0,0
mas tolong 16 americano dingin,0,1,0,0,0,0,0,0,0,0,0,0
mas aku mau 6 americano panas,1,0,0,0,0,0,0,0,0,0,0,0
aku pesen 7 americano panas dan 13 cappuccino dingin ya,1,0,0,1,0,0,0,0,0,0,0,0
aku mau 10 cappuccino dingin ya mas,0,0,0,1,0,0,0,0,0,0,0,0
aku pesen 9 espresso panas dan 8 espresso dingin dan 2 cappuccino panas ya,1,1,1,0,0,0,0,0,0,0,0,0
aku mau 1 cappuccino panas dan 1 cappuccino dingin ya mas,0,0,1,1,0,0,0,0,0,0,0,0
mba pesen 12 espresso dingin dan 10 cappuccino dingin,0,1,0,1,0,0,0,0,0,0,0,0
mba pesen 6 americano panas,1,0,0,0,0,0,0,0,0,0,0,0
mas aku mau 10 espresso dingin,0,1,0,0,0,0,0,0,0,0,0,0
aku pesen 11 americano dingin ya,0,1,0,0,0,0,0,0,0,0,0,0
boleh tolong 8 cappuccino panas ya mba,0,0,1,0,0,0,0,0,0,0,0,0
aku mau 13 cappuccino dingin ya mas,0,0,0,1,0,0,0,0,0,0,0,0
mba pesen 7 americano dingin dan 3 cappuccino dingin,0,1,0,1,0,0,0,0,0,0,0,0
mas tolong 16 espresso dingin dan 5 cappuccino dingin,0,1,0,1,0,0,0,0,0,0,0,0
mas tolong 2 americano panas dan 7 americano dingin,1,1,0,0,0,0,0,0,0,0,0,0
aku mau 8 americano dingin dan 5 cappuccino panas ya mas,0,1,1,0,0,0,0,0,0,0,0,0
boleh tolong 14 americano panas dan 9 cappuccino panas ya mba,1,0,1,0,0,0,0,0,0,0,0,0
mba pesen 9 espresso panas dan 8 espresso dingin,1,1,0,0,0,0,0,0,0,0,0,0
mas tolong 7 americano panas dan 7 cappuccino dingin,1,0,0,1,0,0,0,0,0,0,0,0
mas aku mau 4 espresso dingin dan 9 cappuccino dingin,0,1,0,1,0,0,0,0,0,0,0,0
boleh tolong 9 americano dingin dan 1 cappuccino panas dan 5 cappuccino dingin ya mba,0,1,1,1,0,0,0,0,0,0,0,0
mba pesen 15 kapusino panas dan 10 kapusino dingin,0,0,1,1,0,0,0,0,0,0,0,0
mas aku mau 4 espresso panas dan 14 espresso dingin,1,1,0,0,0,0,0,0,0,0,0,0
mas tolong 12 americano panas dan 2 kapusino dingin,1,0,0,1,0,0,0,0,0,0,0,0
mba pesen 4 espresso dingin,0,1,0,0,0,0,0,0,0,0,0,0
aku mau 9 espresso panas dan 6 espresso dingin dan 3 kapusino dingin ya mas,1,1,0,1,0,0,0,0,0,0,0,0
mba pesen 13 espresso dingin dan 1 kapusino dingin,0,1,0,1,0,0,0,0,0,0,0,0
aku pesen 9 americano panas dan 8 cappuccino panas ya,1,0,1,0,0,0,0,0,0,0,0,0
aku pesen 6 americano dingin ya,0,1,0,0,0,0,0,0,0,0,0,0
mba pesen 11 americano panas dan 1 cappuccino panas,1,0,0,0,0,0,0,0,0,0,0,0
saya pesan satu cappuccino dingin,0,0,0,1,0,0,0,0,0,0,0,0
boleh satu cappuccino ice,0,0,0,1,0,0,0,0,0,0,0,0
pesan satu cappuccino dingin ya,0,0,0,1,0,0,0,0,0,0,0,0
saya ingin cappuccino ice satu,0,0,0,1,0,0,0,0,0,0,0,0
mohon satu cappuccino ice,0,0,0,1,0,0,0,0,0,0,0,0
bisa pesankan saya cappuccino ice,0,0,0,1,0,0,0,0,0,0,0,0
satu cappuccino ice ya,0,0,0,1,0,0,0,0,0,0,0,0
pesan satu cappuccino ice tolong,0,0,0,1,0,0,0,0,0,0,0,0
saya mau cappuccino ice satu,0,0,0,1,0,0,0,0,0,0,0,0
boleh saya pesan cappuccino ice,0,0,0,1,0,0,0,0,0,0,0,0
pesan cappuccino ice satu ya,0,0,0,1,0,0,0,0,0,0,0,0
saya pesan cappuccino ice,0,0,0,1,0,0,0,0,0,0,0,0
cappuccino ice satu ya,0,0,0,1,0,0,0,0,0,0,0,0
saya ingin pesan satu cappuccino ice,0,0,0,1,0,0,0,0,0,0,0,0
bisa saya minta cappuccino ice,0,0,0,1,0,0,0,0,0,0,0,0
tolong satu cappuccino ice,0,0,0,1,0,0,0,0,0,0,0,0
satu cappuccino ice tolong,0,0,0,1,0,0,0,0,0,0,0,0
pesan cappuccino ice satu,0,0,0,1,0,0,0,0,0,0,0,0
tolong cappuccino ice satu,0,0,0,1,0,0,0,0,0,0,0,0
saya ingin cappuccino ice satu,0,0,0,1,0,0,0,0,0,0,0,0
saya pesan satu cappuccino panas,0,0,1,0,0,0,0,0,0,0,0,0
boleh satu cappuccino panas,0,0,1,0,0,0,0,0,0,0,0,0
pesan satu cappuccino panas ya,0,0,1,0,0,0,0,0,0,0,0,0
saya ingin cappuccino panas satu,0,0,1,0,0,0,0,0,0,0,0,0
mohon satu cappuccino panas,0,0,1,0,0,0,0,0,0,0,0,0
bisa pesankan saya cappuccino panas,0,0,1,0,0,0,0,0,0,0,0,0
satu cappuccino panas ya,0,0,1,0,0,0,0,0,0,0,0,0
pesan satu cappuccino panas tolong,0,0,1,0,0,0,0,0,0,0,0,0
saya mau cappuccino panas satu,0,0,1,0,0,0,0,0,0,0,0,0
boleh saya pesan cappuccino panas,0,0,1,0,0,0,0,0,0,0,0,0
pesan cappuccino panas satu ya,0,0,1,0,0,0,0,0,0,0,0,0
saya pesan cappuccino panas,0,0,1,0,0,0,0,0,0,0,0,0
cappuccino panas satu ya,0,0,1,0,0,0,0,0,0,0,0,0
saya ingin pesan satu cappuccino panas,0,0,1,0,0,0,0,0,0,0,0,0
bisa saya minta cappuccino panas,0,0,1,0,0,0,0,0,0,0,0,0
tolong satu cappuccino panas,0,0,1,0,0,0,0,0,0,0,0,0
satu cappuccino panas tolong,0,0,1,0,0,0,0,0,0,0,0,0
pesan cappuccino panas satu,0,0,1,0,0,0,0,0,0,0,0,0
tolong cappuccino panas satu,0,0,1,0,0,0,0,0,0,0,0,0
saya ingin cappuccino panas satu,0,0,1,0,0,0,0,0,0,0,0,0
satu kopi gula aren dingin tolong,0,0,0,0,0,1,0,0,0,0,0,0
pesan kopi gula aren ice satu,0,0,0,0,0,1,0,0,0,0,0,0
bisa satu kopi gula aren ice,0,0,0,0,0,1,0,0,0,0,0,0
saya pesan kopi gula aren ice,0,0,0,0,0,1,0,0,0,0,0,0
tolong satu kopi gula aren ice,0,0,0,0,0,1,0,0,0,0,0,0
saya ingin kopi gula aren ice satu,0,0,0,0,0,1,0,0,0,0,0,0
kopi gula aren dingin satu ya,0,0,0,0,0,1,0,0,0,0,0,0
boleh satu kopi gula aren ice,0,0,0,0,0,1,0,0,0,0,0,0
saya minta kopi gula aren ice satu,0,0,0,0,0,1,0,0,0,0,0,0
satu kopi gula aren dingin ya,0,0,0,0,0,1,0,0,0,0,0,0
saya mau kopi gula aren ice satu,0,0,0,0,0,1,0,0,0,0,0,0
bisa pesan kopi gula aren dingin,0,0,0,0,0,1,0,0,0,0,0,0
satu kopi gula aren ice ya,0,0,0,0,0,1,0,0,0,0,0,0
pesan kopi gula aren ice satu ya,0,0,0,0,0,1,0,0,0,0,0,0
saya ingin kopi gula aren ice,0,0,0,0,0,1,0,0,0,0,0,0
kopi gula aren ice satu tolong,0,0,0,0,0,1,0,0,0,0,0,0
tolong pesan kopi gula aren ice,0,0,0,0,0,1,0,0,0,0,0,0
saya pesan kopi gula aren dingin,0,0,0,0,0,1,0,0,0,0,0,0
boleh kopi gula aren ice satu,0,0,0,0,0,1,0,0,0,0,0,0
bisa saya minta kopi gula aren ice,0,0,0,0,0,1,0,0,0,0,0,0
satu kopi gula aren panas tolong,0,0,0,0,1,0,0,0,0,0,0,0
pesan kopi gula aren panas satu,0,0,0,0,1,0,0,0,0,0,0,0
bisa satu kopi gula aren panas,0,0,0,0,1,0,0,0,0,0,0,0
saya pesan kopi gula aren panas,0,0,0,0,1,0,0,0,0,0,0,0
tolong satu kopi gula aren panas,0,0,0,0,1,0,0,0,0,0,0,0
saya ingin kopi gula aren panas satu,0,0,0,0,1,0,0,0,0,0,0,0
kopi gula aren panas satu ya,0,0,0,0,1,0,0,0,0,0,0,0
boleh satu kopi gula aren panas,0,0,0,0,1,0,0,0,0,0,0,0
saya minta kopi gula aren panas satu,0,0,0,0,1,0,0,0,0,0,0,0
satu kopi gula aren panas ya,0,0,0,0,1,0,0,0,0,0,0,0
saya mau kopi gula aren panas satu,0,0,0,0,1,0,0,0,0,0,0,0
bisa pesan kopi gula aren panas,0,0,0,0,1,0,0,0,0,0,0,0
satu kopi gula aren panas ya,0,0,0,0,1,0,0,0,0,0,0,0
pesan kopi gula aren panas satu ya,0,0,0,0,1,0,0,0,0,0,0,0
saya ingin kopi gula aren panas,0,0,0,0,1,0,0,0,0,0,0,0
kopi gula aren panas satu tolong,0,0,0,0,1,0,0,0,0,0,0,0
tolong pesan kopi gula aren panas,0,0,0,0,1,0,0,0,0,0,0,0
saya pesan kopi gula aren panas,0,0,0,0,1,0,0,0,0,0,0,0
boleh kopi gula aren panas satu,0,0,0,0,1,0,0,0,0,0,0,0
bisa saya minta kopi gula aren panas,0,0,0,0,1,0,0,0,0,0,0,0
